Provider Id,Provider Name,Provider Street Address,Provider State,Provider Zip Code,"latitude,longitude",County,
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,NJ,7754,"40.20903,-74.041146",monmouth,
310074,LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS,355 GRAND STREET,NJ,7302,"40.716331,-74.050266",Hudson,
310075,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE,NJ,7740,"40.295094,-73.985601",monmouth,
310076,SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,NJ,7039,"40.763542,-74.304926",essex,
310081,UNDERWOOD - MEMORIAL HOSPITAL,509 N BROAD ST,NJ,8096,"39.843931,-75.150011",gloucester,
310083,EAST ORANGE GENERAL HOSPITAL,300 CENTRAL AVE,NJ,7018,"40.754678,-74.213728",essex,
310084,KIMBALL MEDICAL CENTER,600 RIVER AVE,NJ,8701,"40.073037,-74.218684",ocean,
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,18 EAST LAUREL ROAD,NJ,8084,"39.828306,-75.008319",camden,
310091,MEMORIAL HOSPITAL OF SALEM COUNTY,310 WOODSTOWN ROAD,NJ,8079,"39.593865,-75.445458",salem,
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,750 BRUNSWICK AVE,NJ,8638,"40.235957,-74.751911",mercer,
310096,SAINT MICHAEL'S MEDICAL CENTER INC,111 CENTRAL AVENUE,NJ,7102,"40.743902,-74.174414",essex,
310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,65 JAMES STREET,NJ,8818,"40.556764,-74.350834",middlesex,
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,ONE HAMILTON HEALTH PLACE,NJ,8690,"40.216121,-74.672066",mercer,
310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,NJ,7728,"40.237921,-74.311898",monmouth,
310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,NJ,7733,"40.405347,-74.191732",monmouth,
310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,NJ,8050,"39.721081,-74.285275",ocean,
310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,NJ,7840,"40.861792,-74.815858",morris,
310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,55 MEADOWLANDS PKWY,NJ,7094,"40.791946,-74.073278",bergen,
310119,UMDNJ UNIVERSITY HOSPITAL,150 BERGEN ST,NJ,7103,"40.740215,-74.190209",essex,
310120,SAINT CLARE'S HOSPITAL/SUSSEX,20 WALNUT ST,NJ,7461,"41.207049,-74.603481",sussex,
320001,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,NM,87106,"35.088191,-106.619059",bernalillo,
320002,ST VINCENT HOSPITAL,455 ST MICHAEL'S DRIVE,NM,87505,"35.659061,-105.945498",santa fe,
320003,ALTA VISTA REGIONAL HOSPITAL,104 LEGION AVE,NM,87701,"35.623578,-105.210786",san miguel,
320004,GERALD CHAMPION REGIONAL MEDICAL CENTE,2669 NORTH SCENIC DRIVE,NM,88310,"32.926356,-105.934594",otero,
320005,SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,NM,87401,"36.723947,-108.216853",san juan,
320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB RD,NM,88201,"33.423708,-104.528462",chaves,
320009,LOVELACE MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,NM,87102,"35.086215,-106.639795",bernalillo,
320011,ESPANOLA HOSPITAL,1010 SPRUCE STREET,NM,87532,"35.997207,-106.087765",rio arriba,
320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1397 WEIMER ROAD,NM,87571,"36.36867,-105.576218",taos,
320014,MIMBRES MEMORIAL HOSPITAL,900 W ASH,NM,88031,"32.261255,-107.768753",luna,
320016,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST,NM,88061,"32.795584,-108.262756",grant,
320017,LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BOULEVARD NE,NM,87109,"35.13192,-106.590689",bernalillo,
320018,MEMORIAL MEDICAL CENTER INC,2450 SOUTH TELSHOR BLVD,NM,88011,"32.291376,-106.737144",dona ana,
320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,NM,87106,"35.081573,-106.635382",bernalillo,
320022,PLAINS REGIONAL MEDICAL CENTER  CLOVIS,2100 MARTIN LUTHER KING JR BLVD,NM,88101,"34.419366,-103.231755",curry,
320030,ARTESIA GENERAL HOSPITAL,702 N 13TH ST,NM,88210,"32.84904,-104.411179",eddy,
320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,NM,87544,"35.881711,-106.318968",los alamos,
320037,CIBOLA GENERAL HOSPITAL,1016 ROOSEVELT AVENUE,NM,87020,"35.16117,-107.828068",cibola,
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH SER,1901 RED ROCK DRIVE,NM,87301,"35.507282,-108.727274",mckinley,
320059,NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,NM,87420,"36.685491,-108.708158",san juan,
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ROUTE 301 NORTH,NM,87327,"35.083139,-108.798852",mckinley,
320061,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,NM,87301,"35.508448,-108.730271",mckinley,
320062,CROWNPOINT HEALTHCARE FACILITY,JUNCTION OF HWY 371,NM,87313,"35.862339,-108.170351",mckinley,
320063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE,NM,88220,"32.441644,-104.257999",eddy,
320065,LEA REGIONAL MEDICAL CENTER,5419 N LOVINGTON HIGHWAY,NM,88240,"32.762286,-103.184938",lea,
320067,GUADALUPE COUNTY HOSPITAL,117 CAMINO DE VIDA,NM,88435,"34.929967,-104.693261",guadalupe,
320074,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,NM,87124,"35.207521,-106.677193",bernalillo,
320083,HEART HOSPITAL OF NEW MEXICO,504 ELM STREET NE,NM,87102,"35.087803,-106.636935",bernalillo,
320084,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,NM,88130,"34.169133,-103.361978",roosevelt,
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,NM,88011,"32.323665,-106.728954",dona ana,
320086,ROSWELL REGIONAL HOSPITAL,117 EAST 19TH STREET,NM,88201,"33.416888,-104.521075",chaves,
320087,CHRISTUS ST VINCENT PHYSICIANS MEDICAL CENTER,2990 RODEO PARK DRIVE EAST,NM,87505,"35.63346,-105.963243",santa fe,
330002,PENINSULA HOSPITAL CENTER,51-15 BEACH CHANNEL DRIVE,NY,11691,"40.594581,-73.781445",queens,
330003,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,NY,12204,"42.674078,-73.748497",albany,
330004,KINGSTON HOSPITAL,396 BROADWAY,NY,12401,"41.926722,-73.994983",ulster,
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,NY,14210,"42.874791,-78.851165",erie,
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,NY,10701,"40.929293,-73.897861",westchester,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,NY,14569,"42.754247,-78.130682",wyoming,
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,NY,10456,"40.831324,-73.90371",Bronx,
330011,OUR LADY OF LOURDES MEMORIAL HOSPITAL INC,169 RIVERSIDE DRIVE,NY,13905,"42.09266,-75.935679",broome,
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,NY,12208,"42.653221,-73.776426",albany,
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,NY,11418,"40.696654,-73.833084",queens,
330019,NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,2525 KINGS HIGHWAY,NY,11229,"40.613876,-73.948586",kings,
330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,NY,12601,"41.69406,-73.934942",dutchess,
330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NY,10029,"40.78999,-73.953689",new york,
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,NY,11554,"40.726176,-73.55375",nassau,
330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,NY,10304,"40.635792,-74.105962",richmond,
330029,SHEEHAN MEMORIAL HOSPITAL,425 MICHIGAN AVENUE,NY,14203,"42.883412,-78.866099",erie,
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NY,14513,"43.060661,-77.100722",wayne,
330033,CHENANGO MEMORIAL HOSPITAL INC,179 NORTH BROAD STREET,NY,13815,"42.54123,-75.525772",chenango,
330037,LAKESIDE MEMORIAL HOSPITAL,156 WEST AVENUE,NY,14420,"43.221108,-77.9446",monroe,
330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,NY,11706,"40.725733,-73.24166",suffolk,
330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,NY,13503,"43.09674,-75.276135",oneida,
330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,NY,11743,"40.879463,-73.416215",suffolk,
330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NY,10025,"40.805624,-73.96129",new york,
330047,ST MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,NY,12010,"42.954617,-74.216655",montgomery,
330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,NY,12572,"41.935072,-73.912876",dutchess,
330053,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,NY,14103,"43.224013,-78.397601",orleans,
330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,NY,11355,"40.747008,-73.826174",queens,
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,NY,11201,"40.68982,-73.977928",kings,
330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,NY,12208,"42.655833,-73.803718",albany,
330058,GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,NY,14456,"42.875707,-76.988467",ontario,
330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,NY,10467,"40.880785,-73.879488",bronx,
330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,NY,10708,"40.942377,-73.836906",westchester,
330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NY,10038,"40.710359,-74.005103",New York,
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NY,14302,"43.093929,-79.049564",niagara,
330067,ST FRANCIS HOSPITAL,241 NORTH ROAD,NY,12601,"41.718463,-73.927103",dutchess,
330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,NY,14020,"43.005844,-78.176699",genesee,
330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,NY,14424,"42.876232,-77.28973",ontario,
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,NY,14214,"42.928547,-78.848621",erie,
330079,ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,NY,12983,"44.345519,-74.143467",franklin,
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,NY,10451,"40.81689,-73.924441",Bronx,
330084,ALICE HYDE MEDICAL CENTER,133 PARK STREET,NY,12953,"44.85685,-74.292003",franklin,
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,NY,13820,"42.457957,-75.052332",otsego,
330086,MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,NY,10550,"40.912593,-73.840426",westchester,
330088,EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,NY,11944,"41.110391,-72.361276",suffolk,
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,NY,14905,"42.10031,-76.828127",chemung,
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,NY,12534,"42.245866,-73.777142",columbia,
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,NY,14895,"42.122418,-77.950559",allegany,
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NY,10021,"40.764396,-73.95393",New York,
330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,NY,14217,"42.977652,-78.879944",erie,
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,NY,14760,"42.09177,-78.428354",cattaraugus,
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NY,10960,"41.096006,-73.926068",rockland,
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,NY,11030,"40.777646,-73.701678",nassau,
330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,NY,11901,"40.934406,-72.673557",suffolk,
330108,ST JOSEPH'S HOSPITAL INC,555 EAST MARKET STREET,NY,14902,"42.092214,-76.797332",chemung,
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,NY,14141,"42.508535,-78.659207",erie,
330115,ONEIDA HEALTHCARE CENTER,321 GENESEE STREET,NY,13421,"43.077889,-75.654131",madison,
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NY,10021,"40.773881,-73.960774",new york,
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,NY,14621,"43.192906,-77.587022",monroe,
330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,NY,10940,"41.442052,-74.368208",orange,
330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,NY,10461,"40.855677,-73.846236",bronx,
330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,NY,11373,"40.744491,-73.88627",queens,
330132,TLC HEALTH NETWORK,100 MEMORIAL DRIVE,NY,14070,"42.4642,-78.943337",erie,
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,NY,12771,"41.36768,-74.68182",orange,
330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,NY,13326,"42.696016,-74.923186",otsego,
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,NY,13203,"43.055666,-76.149809",onondaga,
330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,NY,11772,"40.780305,-72.977197",suffolk,
330144,IRA DAVENPORT MEMORIAL HOSPITAL INC,7571 STATE ROUTE 54,NY,14810,"42.374144,-77.27869",steuben,
330151,ST JAMES MERCY HOSPITAL,411 CANISTEO STREET,NY,14843,"42.313941,-77.660757",steuben,
330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,NY,11201,"40.690562,-73.997659",Kings,
330153,ELLIS HOSPITAL,1101 NOTT STREET,NY,12308,"42.820121,-73.916515",schenectady,
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,NY,13601,"43.965183,-75.914155",jefferson,
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,NY,10901,"41.110728,-74.13465",rockland,
330159,COMMUNITY-GENERAL HOSPITAL OF GREATER SYRACUSE,4900 BROAD ROAD,NY,13215,"43.008206,-76.16758",onondaga,
330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,NY,10305,"40.584438,-74.08581",Richmond,
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,NY,10549,"41.196656,-73.724479",westchester,
330163,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,NY,14094,"43.177514,-78.671215",niagara,
330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,NY,14620,"43.135303,-77.605827",monroe,
330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,NY,11501,"40.740637,-73.643045",nassau,
330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NY,10003,"40.733267,-73.982242",new york,
330175,CORTLAND REGIONAL MEDICAL CENTER INC,134 HOMER AVENUE,NY,13045,"42.608842,-76.187635",cortland,
330177,EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR,77 WEST BARNEY STREET,NY,13642,"44.337636,-75.474231",st lawrence,
330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,NY,12180,"42.733774,-73.672148",rensselaer,
330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,NY,11542,"40.870755,-73.622351",nassau,
330182,ST FRANCIS HOSPITAL ROSLYN,100 PORT WASHINGTON BOULEVARD,NY,11576,"40.804139,-73.670456",nassau,
330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NY,10802,"40.912858,-73.787682",westchester,
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,NY,11777,"40.939988,-73.054834",suffolk,
330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,5300 MILITARY ROAD,NY,14092,"43.154263,-79.032333",Niagara,
330191,GLENS FALLS HOSPITAL,100 PARK STREET,NY,12801,"43.306552,-73.64651",warren,
330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,NY,11355,"40.74931,-73.821321",queens,
330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,NY,11219,"40.639431,-73.998372",kings,
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NY,11040,"40.753258,-73.70723",nassau,
330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,NY,11235,"40.58549,-73.965581",kings,
330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,NY,13676,"44.67677,-74.982374",st lawrence,
330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,NY,11572,"40.651246,-73.631046",nassau,
330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NY,10029,"40.785225,-73.944981",new york,
330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,NY,11203,"40.659569,-73.933783",kings,
330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,NY,11203,"40.656719,-73.94617",kings,
330203,CROUSE HOSPITAL,736 IRVING AVENUE,NY,13210,"43.04142,-76.138187",onondaga,
330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NY,10016,"40.74727,-73.980065",new york,
330205,ST ANTHONY COMMUNITY HOSPITAL,15 - 19  MAPLE AVENUE,NY,10990,"41.261708,-74.356748",orange,
330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,NY,10701,"40.968024,-73.885029",westchester,
330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,NY,13669,"44.691587,-75.499781",st lawrence,
330213,LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,NY,13367,"43.795209,-75.499548",lewis,
330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NY,10016,"40.74207,-73.974335",new york,
330215,ROME MEMORIAL HOSPITAL INC,1500 NORTH JAMES STREET,NY,13440,"43.228954,-75.444248",oneida,
330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,NY,13126,"43.454914,-76.516434",Oswego,
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,NY,14215,"42.925423,-78.831332",erie,
330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,NY,11237,"40.704275,-73.918079",queens,
330222,SARATOGA HOSPITAL,211 CHURCH STREET,NY,12866,"43.085861,-73.797091",saratoga,
330223,MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,NY,13662,"44.935795,-74.907347",st lawrence,
330224,BENEDICTINE HOSPITAL,105 MARY'S AVENUE,NY,12401,"41.921012,-74.000071",ulster,
330225,LONG BEACH MEDICAL CENTER,455 EAST BAY DRIVE,NY,11561,"40.594109,-73.651061",Nassau,
330226,UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,NY,14626,"43.191769,-77.703657",monroe,
330229,BROOKS MEMORIAL HOSPITAL,529 CENTRAL AVENUE,NY,14048,"42.481276,-79.33423",chautauqua,
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,NY,11432,"40.717193,-73.803482",queens,
330232,SETON HEALTH SYSTEM-ST MARY'S CAMPUS,1300 MASSACHUSETTS AVENUE,NY,12180,"42.742835,-73.675893",rensselaer,
330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,NY,11212,"40.655066,-73.912579",kings,
330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,NY,10595,"41.086682,-73.806218",westchester,
330235,AUBURN COMMUNITY HOSPITAL,17 LANSING STREET,NY,13021,"42.941359,-76.564744",cayuga,
330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,NY,11215,"40.668272,-73.979174",kings,
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,NY,14437,"42.552242,-77.698336",livingston,
330239,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,NY,14701,"42.089972,-79.23058",chautauqua,
330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NY,10037,"40.814135,-73.939762",new york,
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,NY,13210,"43.041864,-76.139834",onondaga,
330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,NY,13501,"43.081264,-75.266636",oneida,
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,NY,11777,"40.945955,-73.060603",suffolk,
330249,COMMUNITY MEMORIAL HOSPITAL INC,150 BROAD STREET,NY,13346,"42.81327,-75.543163",madison,
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,NY,12901,"44.700285,-73.470092",clinton,
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,NY,11570,"40.685913,-73.633483",nassau,
330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,NY,10591,"41.108796,-73.863342",westchester,
330263,CARTHAGE AREA HOSPITAL INC,1001 WEST STREET,NY,13619,"43.986983,-75.594062",jefferson,
330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NY,12550,"41.503489,-74.01457",orange,
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,NY,14432,"42.960128,-77.136683",ontario,
330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,NY,10567,"41.29263,-73.892642",westchester,
330268,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,NY,12043,"42.687036,-74.482092",schoharie,
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NY,10021,"40.765043,-73.952557",New York,
330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,NY,10512,"41.383208,-73.663717",putnam,
330276,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,NY,12078,"43.069516,-74.330007",fulton,
330277,CORNING HOSPITAL,176 DENISON PARKWAY EAST,NY,14830,"42.140845,-77.047718",steuben,
330279,MERCY HOSPITAL,565 ABBOTT ROAD,NY,14220,"42.847551,-78.812573",erie,
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,NY,14642,"43.122658,-77.625455",monroe,
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,NY,11795,"40.694085,-73.294217",suffolk,
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,NY,10601,"41.026039,-73.769389",westchester,
330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,NY,11220,"40.646758,-74.021537",Kings,
330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,NY,14850,"42.469273,-76.537269",tompkins,
330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,NY,10461,"40.840456,-73.848098",bronx,
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,NY,11803,"40.775004,-73.478597",nassau,
330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,NY,11714,"40.727107,-73.478876",nassau,
330340,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,NY,11968,"40.885121,-72.380301",suffolk,
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,NY,11203,"40.655003,-73.944252",kings,
330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,NY,11375,"40.728603,-73.851308",queens,
330372,FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,NY,11580,"40.681551,-73.686279",nassau,
330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,NY,10467,"40.880131,-73.88178",bronx,
330386,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,NY,12742,"41.709326,-74.737321",sullivan,
330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,NY,11794,"40.909791,-73.11676",suffolk,
330394,UNITED HEALTH SERVICES HOSPITALS INC,33-57 HARRISON STREET,NY,13790,"42.114234,-75.958609",broome,
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,NY,11691,"40.59869,-73.753239",queens,
330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,NY,11206,"40.700562,-73.941645",kings,
330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,NY,11213,"40.678208,-73.937527",kings,
330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,NY,10457,"40.853946,-73.890498",bronx,
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,NY,11787,"40.868299,-73.223045",suffolk,
340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,NC,28025,"35.436262,-80.601766",cabarrus,
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,NC,28801,"35.576583,-82.549222",buncombe,
340003,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,NC,27030,"36.488967,-80.611891",surry,
340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,NC,27261,"35.962722,-80.01359",guilford,
340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,NC,28352,"34.751245,-79.467888",scotland,
340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,NC,27534,"35.397724,-77.952503",wayne,
340011,SPRUCE PINE COMMUNITY HOSPITAL,125 HOSPITAL DR,NC,28777,"35.911065,-82.062715",mitchell,
340013,RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,NC,28139,"35.362202,-81.966019",rutherford,
340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,NC,27103,"36.076041,-80.297066",forsyth,
340015,ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVE,NC,28144,"35.681678,-80.470681",rowan,
