Provider Id,Provider Name,Provider City,Provider State,County,povertyrate,Weighted Poverty Rate(r=50),WtedCharge,Latitude,Longitude
230146,HENRY FORD WYANDOTTE HOSPITAL,WYANDOTTE,MI,wayne,26.1,15.324110826110864,0.559120208,42.210132,-83.14764
230151,BOTSFORD HOSPITAL,FARMINGTON HILL,MI,wayne,26.1,15.092730894422834,0.543894172,42.446365,-83.323546
230156,ST JOSEPH MERCY HOSPITAL,ANN ARBOR,MI,washtenaw,16.7,16.428272122319548,0.714621662,42.264106,-83.660568
230165,ST JOHN HOSPITAL AND MEDICAL CENTER,DETROIT,MI,wayne,26.1,14.520911804260509,0.698829358,42.419836,-82.914371
230167,MCLAREN - GREATER LANSING,LANSING,MI,ingham,22.6,15.08932030342476,0.791795338,42.704326,-84.554946
230174,NORTH OTTAWA COMMUNITY HOSPITAL,GRAND HAVEN,MI,ottawa,11.4,16.130916379748385,0.491480247,43.050817,-86.228932
230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,TRENTON,MI,wayne,26.1,15.09200291717684,0.751446848,42.116945,-83.213649
230180,MIDMICHIGAN MEDICAL CENTER-CLARE,CLARE,MI,clare,27,20.68610925963871,0.449102089,43.820723,-84.7684
230193,LAPEER REGIONAL MEDICAL CENTER,LAPEER,MI,lapeer,12.6,14.72274510475559,0.723631376,43.062835,-83.320547
230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,WARREN,MI,macomb,14.1,14.500951904591467,0.694242418,42.505771,-83.004814
230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,GRAND BLANC,MI,genesee,20.7,15.80315170471763,0.725017618,42.892152,-83.642284
230207,MCLAREN OAKLAND,PONTIAC,MI,oakland,11.2,15.0911950963231,0.674040473,42.638536,-83.290722
230208,CARSON CITY HOSPITAL,CARSON CITY,MI,montcalm,17.7,17.999074672909718,0.431387935,43.175898,-84.842683
230216,PORT HURON HOSPITAL,PORT HURON,MI,st. clair,15.7,14.924709646178552,0.639908394,42.986767,-82.429745
230217,OAKLAWN HOSPITAL,MARSHALL,MI,calhoun,19.6,16.69896764150711,0.806195283,42.273555,-84.957058
230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,MIDLAND,MI,midland,13,18.88462704191773,0.584567157,43.638629,-84.260608
230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,MOUNT CLEMENS,MI,macomb,14.1,14.547934088390488,0.565440421,42.587316,-82.896895
230230,EDWARD W SPARROW HOSPITAL,LANSING,MI,ingham,22.6,15.53359012931924,0.946292148,42.734016,-84.535199
230236,METRO HEALTH HOSPITAL,WYOMING,MI,kent,14.7,16.209358551950178,0.562485276,42.855728,-85.72287
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,SAULT SAINTE MA,MI,chippewa,18.6,17.461259525044333,0.4918186,46.498076,-84.350073
230241,ST JOHN RIVER DISTRICT HOSPITAL,EAST CHINA,MI,st. clair,15.7,14.172666819945618,0.514022339,42.785232,-82.480895
230244,GARDEN CITY HOSPITAL,GARDEN CITY,MI,wayne,26.1,15.562957293015238,0.516868253,42.332212,-83.314599
230254,CRITTENTON HOSPITAL MEDICAL CENTER,ROCHESTER,MI,oakland,11.2,15.429073724968475,0.82059329,42.680733,-83.149255
230259,CHELSEA COMMUNITY HOSPITAL,CHELSEA,MI,washtenaw,16.7,15.434985453111189,0.444770486,42.310443,-84.01657
230269,WILLIAM BEAUMONT HOSPITAL-TROY,TROY,MI,oakland,11.2,15.11438120964741,0.831717048,42.618256,-83.092391
230270,OAKWOOD HERITAGE HOSPITAL,TAYLOR,MI,wayne,26.1,15.0952098329185,0.701077499,42.235061,-83.276262
230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,DETROIT,MI,wayne,26.1,15.449624480873183,0.943207403,42.353457,-83.054417
230275,HEALTHSOURCE SAGINAW,SAGINAW,MI,saginaw,19.9,17.827546347216632,0.30739786,43.455142,-84.051304
230277,HURON VALLEY-SINAI HOSPITAL,COMMERCE TOWNSH,MI,oakland,11.2,15.692728523842781,0.737935113,42.592901,-83.499202
230279,BRIGHTON HOSPITAL,BRIGHTON,MI,livingston,6.9,15.558772557653072,0.300470272,42.51565,-83.720383
230297,KARMANOS CANCER CENTER,DETROIT,MI,wayne,26.1,15.450712311853,0.747291979,42.352221,-83.057092
230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,W BLOOMFIELD,MI,oakland,11.2,15.700310198338515,0.725780646,42.539143,-83.407769
240001,NORTH MEMORIAL MEDICAL CENTER,ROBBINSDALE,MN,hennepin,13.6,8.63345560748075,0.918117539,45.013944,-93.322403
240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,DULUTH,MN,st louis,17.5,13.036703847127537,0.67469611,46.793486,-92.096597
240004,HENNEPIN COUNTY MEDICAL CENTER,MINNEAPOLIS,MN,hennepin,13.6,8.816907155881553,0.807910719,44.972084,-93.262234
240006,OLMSTED MEDICAL CENTER,ROCHESTER,MN,olmsted,8,10.907536003569842,0.635306281,44.019698,-92.439496
240010,MAYO CLINIC - SAINT MARYS HOSPITAL,ROCHESTER,MN,olmsted,8,11.011421413806085,0.731690305,44.020743,-92.482766
240014,NORTHFIELD HOSPITAL,NORTHFIELD,MN,rice,11.2,9.470941263193895,0.770926786,44.473385,-93.191462
240018,FAIRVIEW RED WING HOSPITAL,RED WING,MN,goodhue,9.2,9.82748421614507,0.528323616,44.567398,-92.576663
240019,ESSENTIA HEALTH DULUTH,DULUTH,MN,st louis,17.5,13.037452184111494,0.568156654,46.792466,-92.093739
240020,CAMBRIDGE MEDICAL CENTER,CAMBRIDGE,MN,isanti,8.8,11.618884892082988,0.893135948,45.566405,-93.230916
240022,SANFORD  WORTHINGTON MEDICAL CENTER,WORTHINGTON,MN,nobles,14.5,10.566369237266366,0.547742615,43.621874,-95.599173
240030,DOUGLAS COUNTY HOSPITAL,ALEXANDRIA,MN,douglas,10.8,12.218777297935112,0.581931871,45.873818,-95.376309
240036,ST CLOUD HOSPITAL,SAINT CLOUD,MN,stearns,13.5,11.32906499827759,0.787008125,45.575257,-94.169146
240038,UNITED HOSPITAL,SAINT PAUL,MN,ramsey,17.7,8.814307887197776,1.049893104,44.943302,-93.107201
240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,HIBBING,MN,st louis,17.5,15.709954450537934,0.602584002,47.409487,-92.929399
240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,ALBERT LEA,MN,freeborn,12.4,11.562809247782294,0.501221913,43.652295,-93.373166
240044,WINONA HEALTH SERVICES,WINONA,MN,winona,14.6,12.27484703628349,0.543043894,44.034532,-91.622968
240047,ST LUKES HOSPITAL,DULUTH,MN,st louis,17.5,13.03799808595476,0.698402683,46.79718,-92.08762
240050,FAIRVIEW LAKES  HEALTH SERVICES,WYOMING,MN,chisago,6.7,10.284702100442212,0.768244677,45.321562,-93.000571
240052,LAKE REGION HEALTHCARE CORPORATION,FERGUS FALLS,MN,otter tail,11.4,11.579822966634525,0.610686877,46.277083,-96.073438
240053,PARK NICOLLET METHODIST HOSPITAL,SAINT LOUIS PAR,MN,hennepin,13.6,8.927597430112488,0.449312816,44.929624,-93.361833
240056,RIDGEVIEW MEDICAL CENTER,WACONIA,MN,carver,5.4,9.185823604278125,0.559871916,44.843167,-93.792204
240057,ABBOTT NORTHWESTERN HOSPITAL,MINNEAPOLIS,MN,hennepin,13.6,8.81650493126875,1.156298492,44.952518,-93.262112
240059,REGINA MEDICAL CENTER,HASTINGS,MN,dakota,7,9.820522758395445,0.790526012,44.74681,-92.871912
240061,MAYO CLINIC METHODIST HOSPITAL,ROCHESTER,MN,olmsted,8,10.90556571514573,0.834287736,44.024387,-92.466131
240063,ST JOSEPH'S HOSPITAL,SAINT PAUL,MN,ramsey,17.7,8.949961920577369,1.010979631,44.949099,-93.100023
240064,GRAND ITASCA CLINIC AND HOSPITAL,GRAND RAPIDS,MN,itasca,14.1,15.255515540070482,0.460621528,47.223566,-93.555154
240066,LAKEVIEW MEMORIAL HOSPITAL,STILLWATER,MN,washington,5.9,9.595635164579072,0.545413916,45.047856,-92.818465
240069,OWATONNA HOSPITAL,OWATONNA,MN,steele,9.6,10.384660626327872,0.798043794,44.112178,-93.250706
240071,DISTRICT ONE HOSPITAL,FARIBAULT,MN,rice,11.2,9.876690219070841,0.425175063,44.28842,-93.257442
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,BRAINERD,MN,crow wing,13.4,14.030945317117343,0.568036465,46.361656,-94.205733
240076,BUFFALO HOSPITAL,BUFFALO,MN,wright,6.9,9.464129451261526,0.694318668,45.195014,-93.870829
240078,FAIRVIEW SOUTHDALE HOSPITAL,EDINA,MN,hennepin,13.6,8.935852581580972,0.811406588,44.885997,-93.326012
240080,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",MINNEAPOLIS,MN,hennepin,13.6,8.817944362157261,1.17943376,44.96721,-93.23706
240084,VIRGINIA REGIONAL MEDICAL CENTER,VIRGINIA,MN,st louis,17.5,14.529395516657935,0.471129614,47.531067,-92.551225
240088,RICE MEMORIAL HOSPITAL,WILLMAR,MN,kandiyohi,12.7,10.866559425190426,0.568014408,45.120413,-95.046351
240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,MANKATO,MN,blue earth,18.3,10.538480336636484,0.608164095,44.16353,-93.983674
240100,SANFORD BEMIDJI MEDICAL CENTER,BEMIDJI,MN,beltrami,20.4,19.03189868685739,0.58227907,47.503242,-94.899744
240101,ESSENTIA HEALTH ST MARYS,DETROIT LAKES,MN,becker,12.9,14.678261423144521,0.641621212,46.814648,-95.844844
240104,ST FRANCIS REGIONAL MEDICAL CENTER,SHAKOPEE,MN,scott,5.8,9.191420320205623,0.731870553,44.7721,-93.502447
240106,REGIONS HOSPITAL,SAINT PAUL,MN,ramsey,17.7,8.950690351475659,0.868781847,44.955694,-93.094755
240115,MERCY HOSPITAL,COON RAPIDS,MN,hennepin,13.6,8.737699226480258,0.854705154,45.184877,-93.370965
240117,MAYO CLINIC HEALTH SYSTEM - AUSTIN,AUSTIN,MN,mower,13.7,11.005628001588404,0.523856931,43.674622,-92.977324
240132,UNITY HOSPITAL,FRIDLEY,MN,anoka,8.6,8.778101854015896,1.0308654,45.106409,-93.256894
240141,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,PRINCETON,MN,sherburne,7.6,11.15206950854026,0.690467802,45.558437,-93.590102
240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,FAIRMONT,MN,martin,12.5,11.441081070959266,0.552616743,43.637636,-94.449623
240187,HUTCHINSON AREA HEALTH CARE,HUTCHINSON,MN,mcleod,8.2,9.313202719818204,0.63112837,44.875407,-94.374787
240207,FAIRVIEW RIDGES HOSPITAL,BURNSVILLE,MN,dakota,7,9.227331838612985,0.788584236,44.748856,-93.272816
240210,HEALTHEAST ST JOHN'S HOSPITAL,MAPLEWOOD,MN,ramsey,17.7,8.814095430802572,0.772391866,45.028963,-93.033747
240213,HEALTHEAST WOODWINDS HOSPITAL,WOODBURY,MN,washington,5.9,9.215824788385307,0.78902185,44.921984,-92.976438
240214,MAPLE GROVE HOSPITAL,MAPLE GROVE,MN,hennepin,13.6,8.77662426931029,0.696451991,45.13293,-93.480728
250001,UNIVERSITY OF MISSISSIPPI MED CENTER,JACKSON,MS,hinds,26.2,22.35355876800688,0.851153038,32.329263,-90.174257
250002,TISHOMINGO HEALTH SERVICES INC,IUKA,MS,tishomingo,17.4,20.683528904295255,0.563033978,34.803704,-88.209363
250004,NORTH MISSISSIPPI MEDICAL CENTER,TUPELO,MS,lee,16.6,20.911486052846406,0.621589255,34.242345,-88.715983
250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,NEW ALBANY,MS,union,19.2,21.351897840375,0.698156333,34.497515,-89.027699
250007,BILOXI REGIONAL MEDICAL CENTER,BILOXI,MS,harrison,20.5,19.84691748586505,1.708443204,30.39593,-88.889609
250009,MAGNOLIA REGIONAL HEALTH CENTER,CORINTH,MS,alcorn,20.5,21.433282468300884,1.031820721,34.935576,-88.560132
250010,TIPPAH COUNTY HOSPITAL,RIPLEY,MS,tippah,21.5,21.229236948718786,0.311369727,34.738353,-88.949157
250012,ALLIANCE HEALTHCARE SYSTEM,HOLLY SPRINGS,MS,marshall,23.8,20.693258310705875,0.591875414,34.787199,-89.417066
250015,GRENADA LAKE MEDICAL CENTER,GRENADA,MS,grenada,20.2,27.616578902630543,0.600139899,33.763305,-89.818097
250017,TRACE REGIONAL HOSP AND SWING BED,HOUSTON,MS,chickasaw,21.4,22.55152804696436,0.507163457,33.892329,-88.981407
250019,MEMORIAL HOSPITAL AT GULFPORT,GULFPORT,MS,harrison,20.5,19.534355943873543,1.515156934,30.366726,-89.115348
250020,WEBSTER GENERAL HOSPITAL/SWING BED,EUPORA,MS,webster,21.5,25.114692099951487,0.672543113,33.533809,-89.266543
250025,GILMORE MEMORIAL HOSPITAL,AMORY,MS,monroe,19.3,22.544455968167007,0.764194941,33.974604,-88.477541
250027,WINSTON MEDICAL CENTER & SWINGBED,LOUISVILLE,MS,winston,23.5,27.053581406206533,0.660430169,33.124626,-89.033741
250031,RIVER REGION HEALTH SYSTEM,VICKSBURG,MS,warren,22.4,32.9551555388082,1.35752275,32.381864,-90.86521
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,OXFORD,MS,lafayette,23.1,22.633234768750896,0.667195096,34.348245,-89.519935
250036,GEORGE COUNTY HOSPITAL,LUCEDALE,MS,george,18.2,20.570373702772024,0.381119437,30.921788,-88.592831
250038,MADISON RIVER OAKS MEDICAL CENTER,CANTON,MS,madison,14.2,25.672109981485054,0.933372211,32.58417,-90.083968
250040,SINGING RIVER HOSPITAL,PASCAGOULA,MS,jackson,17.3,18.12314814700118,1.178261869,30.374372,-88.532902
250042,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,CLARKSDALE,MS,coahoma,37.3,32.47019418445058,1.06907927,34.197105,-90.551815
250043,NESHOBA COUNTY GENERAL HOSPITAL,PHILADELPHIA,MS,neshoba,23.7,26.886563664243614,0.45673653,32.756996,-89.106843
250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,BOONEVILLE,MS,prentiss,24.2,21.182871079516595,0.6712292,34.657638,-88.565615
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,JACKSON,MS,hinds,26.2,22.348682502544953,0.691138239,32.33218,-90.164822
250049,BEACHAM MEMORIAL HOSPITAL,MAGNOLIA,MS,pike,27.4,25.834816984627423,0.372791998,31.145281,-90.459437
250050,OCH REGIONAL MEDICAL CENTER,STARKVILLE,MS,oktibbeha,33.5,26.03089777786168,0.642875219,33.475765,-88.821016
250051,KILMICHAEL HOSPITAL,KILMICHAEL,MS,montgomery,27.8,27.30677289790869,0.225147482,33.442428,-89.572951
250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,BROOKHAVEN,MS,lincoln,24.1,27.585661285934908,0.515814465,31.588277,-90.456353
250058,SOUTH CENTRAL REG MED CTR,LAUREL,MS,jones,20.1,24.060947578314835,0.57179951,31.685209,-89.140823
250059,MONTFORT JONES MEMORIAL HOSPITAL,KOSCIUSKO,MS,attala,26.4,25.746643288410663,0.448444457,33.065669,-89.598398
250060,JEFFERSON COUNTY HOSPITAL,FAYETTE,MS,jefferson,37.5,29.067413828587632,0.380423713,31.713917,-91.059991
250061,YALOBUSHA GENERAL HOSPITAL,WATER VALLEY,MS,yalobusha,23.8,23.761129115981603,0.221789669,34.131416,-89.64228
250067,CLAY COUNTY MEDICAL CENTER,WEST POINT,MS,clay,27,23.927577586431482,0.449369547,33.618632,-88.662003
250069,RUSH FOUNDATION HOSPITAL,MERIDIAN,MS,lauderdale,23,26.217830977173993,0.800901886,32.370512,-88.697546
250072,CENTRAL MISSISSIPPI MEDICAL CENTER,JACKSON,MS,hinds,26.2,23.9457767365563,1.523754322,32.287836,-90.254209
250077,WAYNE GENERAL HOSPITAL,WAYNESBORO,MS,wayne,29.6,24.06311928173031,0.360894621,31.674688,-88.635673
250078,FORREST GENERAL HOSPITAL,HATTIESBURG,MS,forrest,27.9,24.221153085247956,0.589207222,31.318578,-89.329526
250079,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,ROLLING FORK,MS,sharkey,35,35.54107933619781,0.158690908,32.904683,-90.884362
250081,ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS,MERIDIAN,MS,lauderdale,23,26.216996328999233,1.155633156,32.367818,-88.698982
250082,DELTA REGIONAL MEDICAL CENTER,GREENVILLE,MS,washington,37.4,34.714722470256845,0.678810607,33.410986,-91.034791
250084,NATCHEZ REGIONAL MEDICAL CENTER,NATCHEZ,MS,adams,34.3,29.857306162546344,1.406725003,31.520467,-91.388337
250085,MARION GENERAL HOSPITAL,COLUMBIA,MS,marion,30.8,24.714793507037804,0.559177881,31.255662,-89.806429
250093,BOLIVAR MEDICAL CENTER,CLEVELAND,MS,bolivar,33.4,33.77509370696269,0.800309505,33.747495,-90.71859
250094,WESLEY MEDICAL CENTER,HATTIESBURG,MS,lamar,17,24.22538964784976,1.334369245,31.32573,-89.366704
250095,SOUTH SUNFLOWER COUNTY HOSPITAL,INDIANOLA,MS,sunflower,41.8,36.10899471325177,0.368417718,33.457217,-90.650116
250096,CROSSGATES RIVER OAKS HOSPITAL,BRANDON,MS,rankin,10.8,23.102881367126916,1.581639516,32.286786,-90.03491
250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,MCCOMB,MS,pike,27.4,26.53176243291967,0.490032837,31.251017,-90.4744
250099,GREENWOOD LEFLORE HOSPITAL,GREENWOOD,MS,leflore,43.2,32.426644397967834,0.742651585,33.518252,-90.198323
250100,BAPTIST MEM HOSP/GOLDEN TRIANGLE INC,COLUMBUS,MS,lowndes,24.4,25.683254361170484,0.692309633,33.525682,-88.427424
250102,MISSISSIPPI BAPTIST MEDICAL CENTER,JACKSON,MS,hinds,26.2,22.35552190254839,0.819982813,32.314989,-90.179391
250104,ANDERSON REGIONAL MEDICAL CENTER,MERIDIAN,MS,lauderdale,23,26.217311222886746,0.723897379,32.372489,-88.699274
250117,HIGHLAND COMMUNITY  HOSPITAL,PICAYUNE,MS,pearl river,24.4,23.04033217557903,0.65451937,30.530171,-89.687534
250122,NATCHEZ COMMUNITY HOSPITAL/SWING BED,NATCHEZ,MS,adams,34.3,29.859358754471494,1.582174728,31.524866,-91.387199
250123,GARDEN PARK MEDICAL CENTER,GULFPORT,MS,harrison,20.5,19.539985111113293,1.495286016,30.444064,-89.09318
250124,MAGEE GENERAL HOSPITAL,MAGEE,MS,simpson,24.2,23.654061157358264,0.519783706,31.871242,-89.728884
250126,NORTH OAK REGIONAL MEDICAL CENTER,SENATOBIA,MS,tate,18.7,25.610763502378273,0.727877165,34.624677,-89.95648
250128,TRI LAKES MEDICAL CENTER,BATESVILLE,MS,panola,24.3,25.652910987219798,0.710869023,34.306194,-89.916541
250134,WHITFIELD MEDICAL SURGICAL HOSPITAL,WHITFIELD,MS,rankin,10.8,23.09082410569865,0.525810809,32.241935,-90.070729
250138,RIVER OAKS HOSPITAL,JACKSON,MS,rankin,10.8,22.787151016199953,1.507707922,32.325487,-90.105308
250141,BAPTIST MEMORIAL HOSPITAL DESOTO,SOUTHAVEN,MS,de soto,10.4,24.15193522106342,0.77077021,34.971336,-89.997632
250151,ALLIANCE HEALTH CENTER,MERIDIAN,MS,lauderdale,23,26.69781634883851,0.388245975,32.409602,-88.677804
250162,HANCOCK MEDICAL CENTER,BAY SAINT LOUIS,MS,hancock,24.5,20.76398391249143,0.817172152,30.317229,-89.354728
260001,ST JOHN'S REGIONAL MEDICAL CENTER,JOPLIN,MO,newton,16.1,19.30302000843655,0.874963715,37.057594,-94.526823
260004,COOPER COUNTY MEMORIAL HOSPITAL,BOONVILLE,MO,cooper,15.7,16.779136180687875,0.347853339,38.95873,-92.740333
260005,SSM ST JOSEPH HEALTH CENTER,SAINT CHARLES,MO,st charles,6,12.652438860325677,0.831496647,38.780829,-90.484801
260006,HEARTLAND REGIONAL MEDICAL CENTER,SAINT JOSEPH,MO,buchanan,17.8,14.893886906129692,0.967262106,39.773218,-94.771018
260009,BOTHWELL REGIONAL HEALTH CENTER,SEDALIA,MO,pettis,18.4,17.01535603575786,0.567725331,38.699009,-93.221643
260011,ST MARYS HEALTH CENTER,JEFFERSON CITY,MO,cole,12.3,15.950073678177853,0.707460905,38.557626,-92.220999
260015,TWIN RIVERS REGIONAL MEDICAL CENTER,KENNETT,MO,dunklin,28.1,24.31820586232804,1.016687088,36.236632,-90.040052
260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,ROLLA,MO,phelps,18.1,16.415672215118303,0.871936415,37.952602,-91.785349
260020,MERCY HOSPITAL ST LOUIS,SAINT LOUIS,MO,st louis,6,12.507531308149906,0.97019612,38.645534,-90.446223
260022,NORTHEAST REGIONAL MEDICAL CENTER,KIRKSVILLE,MO,adair,25.1,18.39998493471347,1.200578446,40.192648,-92.590113
260023,JEFFERSON REGIONAL MEDICAL CENTER,CRYSTAL CITY,MO,jefferson,11.2,15.927738716599446,0.606932766,38.19654,-90.394034
260024,TEXAS COUNTY MEMORIAL HOSPITAL,HOUSTON,MO,texas,21.9,21.56314534177062,0.452194046,37.315458,-91.959965
260025,HANNIBAL REGIONAL HOSPITAL,HANNIBAL,MO,marion,15.6,15.91436032691205,0.654664074,39.711156,-91.450708
260027,RESEARCH MEDICAL CENTER,KANSAS CITY,MO,jackson,18.7,13.71978316604207,1.609545678,39.008478,-94.558044
260032,BARNES JEWISH HOSPITAL,SAINT LOUIS,MO,st louis city,6,12.912522036962049,0.795128863,38.635261,-90.26481
260034,BATES COUNTY MEMORIAL HOSPITAL,BUTLER,MO,bates,16.8,17.722637326956967,1.016054448,38.249529,-94.340758
260040,COX MEDICAL CENTER,SPRINGFIELD,MO,greene,17.5,19.70820601506117,0.68441255,37.144768,-93.280358
260047,CAPITAL REGION MEDICAL CENTER,JEFFERSON CITY,MO,cole,12.3,15.947913726057557,0.606535293,38.565633,-92.181667
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,KANSAS CITY,MO,jackson,18.7,13.483980892632978,0.578114101,39.084451,-94.57525
260050,ST FRANCIS HOSPITAL,MARYVILLE,MO,nodaway,25,15.156487908838457,1.095398786,40.326,-94.876092
260052,MERCY HOSPITAL WASHINGTON,WASHINGTON,MO,franklin,10,13.884192706674504,0.889243898,38.556679,-91.023973
260057,CAMERON REGIONAL MEDICAL CENTER,CAMERON,MO,clinton,12.1,14.870290764984889,0.652443686,39.730605,-94.217689
260059,ST JOHNS HOSPITAL-LEBANON,LEBANON,MO,laclede,17,20.41829096018152,0.606493441,37.681574,-92.634295
260061,NEVADA REGIONAL MEDICAL CENTER,NEVADA,MO,vernon,20.5,19.937416963690772,0.587685934,37.830268,-94.360447
260062,ST LUKES NORTHLAND HOSPITAL,KANSAS CITY,MO,platte,7.3,13.334373413345292,1.128933419,39.248877,-94.648331
260064,AUDRAIN MEDICAL CENTER,MEXICO,MO,audrain,17.3,16.51956051097991,0.508476594,39.172535,-91.877341
260065,ST JOHN'S REGIONAL HEALTH CENTER,SPRINGFIELD,MO,greene,17.5,20.23472753968994,0.853436025,37.179574,-93.274908
260068,BOONE HOSPITAL CENTER,COLUMBIA,MO,boone,19.5,16.280709237994536,0.646197607,38.94903,-92.315626
260070,PEMISCOT MEMORIAL HOSPITAL,HAYTI,MO,pemiscot,30.1,24.365184676084812,0.632051809,36.237425,-89.74054
260074,MOBERLY REGIONAL MEDICAL CENTER,MOBERLY,MO,randolph,18.8,16.5019040544878,1.210799291,39.425237,-92.413686
260077,ST ANTHONY'S MEDICAL CENTER,SAINT LOUIS,MO,st louis,6,13.636195297439452,0.595749635,38.507056,-90.380164
260078,OZARKS MEDICAL CENTER,WEST PLAINS,MO,howell,22.9,23.1818703030954,0.573136091,36.738286,-91.87557
260080,RIPLEY COUNTY MEMORIAL HOSPITAL,DONIPHAN,MO,ripley,25.9,23.4287983270553,0.390693169,36.620818,-90.826966
260081,SSM ST CLARE HEALTH CENTER,FENTON,MO,st louis,6,13.5993905818366,0.78649839,38.528405,-90.47577
260085,ST JOSEPH MEDICAL CENTER,KANSAS CITY,MO,jackson,18.7,13.721191860196805,1.027282841,38.93408,-94.604882
260091,SSM ST MARYS HEALTH CENTER,RICHMOND HEIGHT,MO,st louis city,6,12.903510669130332,0.856592615,38.632997,-90.311192
260094,SKAGGS REGIONAL MEDICAL CENTER,BRANSON,MO,taney,19.7,19.0559767134954,0.739444162,36.651119,-93.221629
260095,"CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC",INDEPENDENCE,MO,jackson,18.7,13.614046530385975,1.447611098,39.049437,-94.348814
260096,NORTH KANSAS CITY HOSPITAL,NORTH KANSAS CI,MO,clay,8.7,13.067184269793728,0.830149701,39.14954,-94.551452
260097,WESTERN MISSOURI MEDICAL CENTER,WARRENSBURG,MO,johnson,16.4,15.920383407630952,0.793237458,38.765912,-93.72188
260102,TRUMAN MEDICAL CENTER LAKEWOOD,KANSAS CITY,MO,jackson,18.7,13.738552393888265,0.465413846,38.975365,-94.394271
260104,SSM DEPAUL HEALTH CENTER,BRIDGETON,MO,st louis,6,12.66047193023813,0.856548626,38.750692,-90.433662
260105,ST LOUIS UNIVERSITY HOSPITAL,SAINT LOUIS,MO,st louis city,6,13.110867686174373,1.211553893,38.62293,-90.238764
260108,MISSOURI BAPTIST MEDICAL CENTER,TOWN AND COUNTR,MO,st louis,6,12.513032296522237,0.596050844,38.636223,-90.44652
260110,SOUTHEAST MISSOURI HOSPITAL,CAPE GIRARDEAU,MO,cape girardeau,17.1,20.260085483572876,1.02299227,37.310775,-89.539804
260113,MISSOURI DELTA MEDICAL CENTER,SIKESTON,MO,scott,19.2,22.73256269226159,1.020289235,36.889225,-89.584364
260115,MISSOURI BAPTIST HOSPITAL SULLIVAN,SULLIVAN,MO,crawford,20.5,15.533998038654484,0.460118044,38.195807,-91.169143
260116,MINERAL AREA REGIONAL MEDICAL CENTER,FARMINGTON,MO,st francois,6,18.05198604182685,0.785712435,37.800111,-90.440374
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,POPLAR BLUFF,MO,butler,22.1,21.94097872338272,1.292758862,36.785106,-90.427808
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,JOPLIN,MO,newton,16.1,19.303269774862343,0.838394294,37.052688,-94.526846
260138,ST LUKES HOSPITAL OF KANSAS CITY,KANSAS CITY,MO,jackson,18.7,13.52306611433633,1.339319807,39.047652,-94.590455
260141,UNIVERSITY OF MISSOURI HEALTH CARE,COLUMBIA,MO,boone,19.5,16.280278967976148,0.878426198,38.938159,-92.328586
260142,FITZGIBBON MEMORIAL HOSPITAL,MARSHALL,MO,saline,18.2,15.834378783673525,0.549608437,39.091873,-93.212917
260147,SAC-OSAGE HOSPITAL,OSCEOLA,MO,st clair,6,20.274387146174153,0.477697234,38.051551,-93.689148
260160,MISSOURI SOUTHERN HEALTHCARE,DEXTER,MO,stoddard,16.6,25.20631723253876,0.527097785,36.804969,-89.97014
260162,BARNES-JEWISH WEST COUNTY HOSPITAL,CREVE COEUR,MO,st louis,6,12.503547469223157,0.58179069,38.67626,-90.467389
260163,PARKLAND HEALTH CENTER,FARMINGTON,MO,st francois,6,17.864807440146077,0.425931706,37.781765,-90.438345
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,CLINTON,MO,henry,18.6,18.822249100168918,0.653363003,38.389687,-93.76882
260176,DES PERES HOSPITAL,SAINT LOUIS,MO,st louis,6,12.476386475409228,1.240743786,38.584928,-90.452082
